user_id,account_id,account_name,industry,region,segment,billing_country,account_status,owner_team,email_address,full_name,title,department,created_at,last_login_at,user_status,is_active_user,is_test_user,days_since_last_login
U3037,A1003,Nova Ventures,manufacturing,NA,enterprise,US,active,CSM-East,alma.patel@novaventures.example,Alma Patel,VP Data,executive,2024-12-16 20:21:52,2025-06-24 03:53:18,active,true,false,273
U3038,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,jonas.nash@silversolutions.example,Jonas Nash,Workflow Analyst,operations,2024-10-19 04:27:43,2025-03-18 11:55:34,inactive,false,false,371
U3039,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,mila.silva@silversolutions.example,Mila Silva,Data Engineer,data,2024-09-13 01:27:43,2025-03-27 13:41:34,inactive,false,false,362
U3040,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,daniel.price@silversolutions.example,Daniel Price,Analytics Engineer,data,2024-10-18 10:27:43,2025-04-17 17:20:34,inactive,false,false,341
U3041,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,victor.morgan@silversolutions.example,Victor Morgan,Analytics Manager,analytics,2024-09-12 01:27:43,2025-06-20 21:07:01,active,true,false,277
U3042,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,leo.ward@silversolutions.example,Leo Ward,Demand Gen Manager,marketing,2024-10-16 04:27:43,2025-05-12 02:48:33,inactive,false,false,316
U3043,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,marta.morgan@silversolutions.example,Marta Morgan,FP&A Analyst,finance,2024-10-10 10:27:43,2025-06-16 15:49:21,active,true,false,281
U3044,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,ava.grant@silversolutions.example,Ava Grant,Analytics Manager,analytics,2024-09-23 03:27:43,2025-06-17 20:03:38,active,true,false,280
U3045,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,lina.price@silversolutions.example,Lina Price,Marketing Operations Lead,marketing,2024-09-28 06:27:43,2025-06-14 15:49:25,active,true,false,283
U3046,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,tara.hart@silversolutions.example,Tara Hart,Technical Program Manager,product,2024-09-27 08:27:43,2025-06-20 08:04:48,active,true,false,277
U3047,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,sofia.ward@silversolutions.example,Sofia Ward,Marketing Operations Lead,marketing,2024-10-15 07:27:43,2025-06-17 14:54:07,active,true,false,280
U3048,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,tara.turner@silversolutions.example,Tara Turner,Insights Lead,analytics,2024-09-08 02:27:43,2025-05-11 11:12:59,inactive,false,false,317
U3049,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,derek.morgan@silversolutions.example,Derek Morgan,Founder,executive,2024-10-03 02:27:43,2025-04-24 13:06:10,inactive,false,false,334
U3050,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,claire.keller@silversolutions.example,Claire Keller,Sales Analyst,sales,2024-10-13 06:27:43,2025-04-30 03:50:01,inactive,false,false,328
U3051,A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,CSM-East,olivia.lewis@silversolutions.example,Olivia Lewis,Operations Manager,operations,2024-10-01 07:27:43,2025-03-15 21:10:02,inactive,false,false,374
U3052,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,ben.hart@pacificlabs.example,Ben Hart,Revenue Operations Manager,sales,2024-09-03 02:28:15,2025-06-18 21:00:36,active,true,false,279
U3053,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,leo.saeed@pacificlabs.example,Leo Saeed,Product Manager,product,2024-10-09 11:28:15,2025-06-25 16:08:17,active,true,false,272
U3054,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,alma.rahman@pacificlabs.example,Alma Rahman,Sales Analyst,sales,2024-10-08 08:28:15,2025-06-23 03:55:47,active,true,false,274
U3055,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,isla.rossi@pacificlabs.example,Isla Rossi,Analytics Manager,analytics,2024-09-02 07:28:15,2025-06-13 10:50:57,active,true,false,284
U3056,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,kai.singh@pacificlabs.example,Kai Singh,Data Platform Manager,data,2024-10-01 07:28:15,2025-05-16 04:35:18,inactive,false,false,312
U3057,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,helena.patel@pacificlabs.example,Helena Patel,Data Platform Manager,data,2024-10-01 05:28:15,2025-06-28 07:07:10,active,true,false,269
U3058,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,mila.kim@pacificlabs.example,Mila Kim,Controller,finance,2024-09-16 02:28:15,2025-06-27 19:04:58,active,true,false,270
U3059,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,olivia.tan@pacificlabs.example,Olivia Tan,Analytics Engineer,data,2024-09-21 08:28:15,2025-06-27 13:14:44,active,true,false,270
U3060,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,daniel.price@pacificlabs.example,Daniel Price,Product Manager,product,2024-10-16 05:28:15,2025-06-24 09:44:24,active,true,false,273
U3061,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,alma.turner@pacificlabs.example,Alma Turner,Sales Analyst,sales,2024-09-12 09:28:15,2025-04-05 06:32:54,inactive,false,false,353
U3062,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,nina.turner@pacificlabs.example,Nina Turner,Marketing Operations Lead,marketing,2024-09-18 10:28:15,2025-06-18 00:22:22,active,true,false,279
U3063,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,claire.reed@pacificlabs.example,Claire Reed,Technical Program Manager,product,2024-10-01 08:28:15,2025-06-30 02:21:25,active,true,false,267
U3064,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,evan.meyer@pacificlabs.example,Evan Meyer,Workflow Analyst,operations,2024-10-14 11:28:15,2025-06-20 08:49:54,active,true,false,277
U3065,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,marta.shah@pacificlabs.example,Marta Shah,BI Analyst,analytics,2024-09-19 03:28:15,2025-06-21 12:42:09,active,true,false,276
U3066,A1005,Pacific Labs,manufacturing,EMEA,enterprise,UK,active,CSM-EMEA,nina.turner2@pacificlabs.example,Nina Turner,Marketing Operations Lead,marketing,2024-10-05 07:28:15,2025-03-15 04:52:09,inactive,false,false,374
U3067,A1006,Helio Works,education,EMEA,mid_market,UK,active,CSM-EMEA,mila.alvarez@helioworks.example,Mila Alvarez,Marketing Operations Lead,marketing,2025-01-03 06:17:28,2025-06-16 10:38:13,active,true,false,281
U3068,A1006,Helio Works,education,EMEA,mid_market,UK,active,CSM-EMEA,hannah.hill@helioworks.example,Hannah Hill,Sales Analyst,sales,2025-01-06 05:17:28,2025-06-29 12:00:13,active,true,false,268
U3069,A1006,Helio Works,education,EMEA,mid_market,UK,active,CSM-EMEA,naomi.chen@helioworks.example,Naomi Chen,FP&A Analyst,finance,2025-01-02 05:17:28,2025-06-15 15:11:29,active,true,false,282
U3070,A1006,Helio Works,education,EMEA,mid_market,UK,active,CSM-EMEA,claire.khan@helioworks.example,Claire Khan,Insights Lead,analytics,2024-11-24 23:17:28,2025-06-16 10:16:41,active,true,false,281
U3071,A1006,Helio Works,education,EMEA,mid_market,UK,active,CSM-EMEA,isla.desai@helioworks.example,Isla Desai,FP&A Analyst,finance,2024-12-02 22:17:28,2025-04-18 22:19:41,inactive,false,false,340
U3072,A1006,Helio Works,education,EMEA,mid_market,UK,active,CSM-EMEA,kenji.meyer@helioworks.example,Kenji Meyer,Data Engineer,data,2024-12-10 23:17:28,2025-04-14 22:42:36,inactive,false,false,344
U3073,A1006,Helio Works,education,EMEA,mid_market,UK,active,CSM-EMEA,isla.saeed@helioworks.example,Isla Saeed,Product Manager,product,2024-12-24 05:17:28,2025-06-30 10:10:05,active,true,false,267
U3074,A1007,Silver Systems,energy,EMEA,smb,FR,active,CSM-EMEA,samir.rahman@silversystems.example,Samir Rahman,Technical Program Manager,product,2025-02-06 09:20:12,2025-06-18 23:22:55,active,true,false,279
U3075,A1007,Silver Systems,energy,EMEA,smb,FR,active,CSM-EMEA,claire.tan@silversystems.example,Claire Tan,Controller,finance,2025-02-01 13:20:12,2025-06-23 07:10:21,active,true,false,274
U3076,A1007,Silver Systems,energy,EMEA,smb,FR,active,CSM-EMEA,alma.petrova@silversystems.example,Alma Petrova,Revenue Operations Manager,sales,2025-01-03 09:20:12,2025-06-16 19:29:52,active,true,false,281
U3077,A1007,Silver Systems,energy,EMEA,smb,FR,active,CSM-EMEA,maya.lopez@silversystems.example,Maya Lopez,Revenue Operations Manager,sales,2025-01-20 11:20:12,2025-05-11 00:26:18,inactive,false,false,317
U3078,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,maya.lopez@pacificworks.example,Maya Lopez,COO,executive,2024-10-10 01:07:40,2025-06-14 16:02:30,active,true,false,283
U3079,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,noah.hart@pacificworks.example,Noah Hart,Insights Lead,analytics,2024-10-14 04:07:40,2025-06-16 03:39:14,active,true,false,281
U3080,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,zoe.lewis@pacificworks.example,Zoe Lewis,Product Manager,product,2024-11-05 05:07:40,2025-06-24 02:57:08,active,true,false,273
U3081,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,leo.nash@pacificworks.example,Leo Nash,Marketing Operations Lead,marketing,2024-11-19 01:07:40,2025-06-23 14:40:59,active,true,false,274
U3082,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,derek.keller@pacificworks.example,Derek Keller,Operations Director,operations,2024-11-11 08:07:40,2025-06-23 19:37:37,active,true,false,274
U3083,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,peter.rahman@pacificworks.example,Peter Rahman,CFO,executive,2024-10-14 03:07:40,2025-06-22 15:45:46,active,true,false,275
U3084,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,elena.hart@pacificworks.example,Elena Hart,Product Manager,product,2024-11-05 02:07:40,2025-06-21 21:06:15,active,true,false,276
U3085,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,lena.brooks@pacificworks.example,Lena Brooks,Technical Program Manager,product,2024-10-08 06:07:40,2025-06-10 20:45:23,active,true,false,287
U3086,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,daniel.keller@pacificworks.example,Daniel Keller,Analytics Engineer,data,2024-10-29 01:07:40,2025-06-12 06:06:05,active,true,false,285
U3087,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,tomas.turner@pacificworks.example,Tomas Turner,Analytics Engineer,data,2024-11-02 02:07:40,2025-06-29 09:07:37,active,true,false,268
U3088,A1008,Pacific Works,software,EMEA,mid_market,UK,active,CSM-EMEA,kai.fischer@pacificworks.example,Kai Fischer,Sales Analyst,sales,2024-10-31 06:07:40,2025-06-26 20:31:19,active,true,false,271
U3089,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,isla.lewis@summitgroup.example,Isla Lewis,Founder,executive,2024-09-03 13:22:46,2025-06-13 21:11:06,active,true,false,284
U3090,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,zoe.chen@summitgroup.example,Zoe Chen,Analytics Engineer,data,2024-09-21 13:22:46,2025-06-19 23:56:40,active,true,false,278
U3091,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,zoe.alvarez@summitgroup.example,Zoe Alvarez,Technical Program Manager,product,2024-09-01 09:22:46,2025-06-28 09:21:25,active,true,false,269
U3092,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,olivia.desai@summitgroup.example,Olivia Desai,Revenue Operations Manager,sales,2024-09-07 08:22:46,2025-06-25 04:59:51,active,true,false,272
U3093,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,priya.park@summitgroup.example,Priya Park,Data Engineer,data,2024-08-25 11:22:46,2025-06-23 21:25:58,active,true,false,274
U3094,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,daniel.brooks@summitgroup.example,Daniel Brooks,Controller,finance,2024-09-10 08:22:46,2025-06-28 13:08:23,active,true,false,269
U3095,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,lena.khan@summitgroup.example,Lena Khan,COO,executive,2024-09-11 07:22:46,2025-04-10 23:39:54,inactive,false,false,348
U3096,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,jonas.dubois@summitgroup.example,Jonas Dubois,Data Platform Manager,data,2024-09-29 08:22:46,2025-06-21 03:51:44,active,true,false,276
U3097,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,arjun.rossi@summitgroup.example,Arjun Rossi,Analytics Engineer,data,2024-10-03 12:22:46,2025-06-18 12:40:34,active,true,false,279
U3098,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,kai.price@summitgroup.example,Kai Price,FP&A Analyst,finance,2024-09-16 07:22:46,2025-06-22 06:50:40,active,true,false,275
U3099,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,victor.patel@summitgroup.example,Victor Patel,Insights Lead,analytics,2024-09-01 12:22:46,2025-04-11 06:32:01,inactive,false,false,347
U3100,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,arjun.saeed@summitgroup.example,Arjun Saeed,FP&A Analyst,finance,2024-09-07 09:22:46,2025-06-26 11:44:00,active,true,false,271
U3101,A1009,Summit Group,financial_services,NA,mid_market,US,active,CSM-East,elena.park@summitgroup.example,Elena Park,Founder,executive,2024-09-26 08:22:46,2025-06-19 22:42:58,active,true,false,278
U3102,A1010,Orchid Foods,education,NA,smb,CA,active,CSM-East,ben.desai@orchidfoods.example,Ben Desai,Operations Director,operations,2025-03-20 18:10:21,2025-06-15 20:41:12,active,true,false,282
U3103,A1010,Orchid Foods,education,NA,smb,CA,active,CSM-East,samir.singh@orchidfoods.example,Samir Singh,Data Engineer,data,2025-02-23 11:10:21,2025-06-29 02:25:46,active,true,false,268
U3104,A1010,Orchid Foods,education,NA,smb,CA,active,CSM-East,leo.alvarez@orchidfoods.example,Leo Alvarez,Demand Gen Manager,marketing,2025-02-26 18:10:21,2025-06-17 15:53:38,active,true,false,280
U3105,A1010,Orchid Foods,education,NA,smb,CA,active,CSM-East,lina.ward@orchidfoods.example,Lina Ward,VP Data,executive,2025-02-27 15:10:21,2025-06-22 20:41:06,active,true,false,275
U3106,A1010,Orchid Foods,education,NA,smb,CA,active,CSM-East,ava.hill@orchidfoods.example,Ava Hill,Technical Program Manager,product,2025-02-24 15:10:21,2025-06-11 21:37:52,active,true,false,286
U3107,A1010,Orchid Foods,education,NA,smb,CA,active,CSM-East,lena.patel@orchidfoods.example,Lena Patel,Finance Manager,finance,2025-02-27 18:10:21,2025-04-11 09:01:38,inactive,false,false,347
U3108,A1010,Orchid Foods,education,NA,smb,CA,active,CSM-East,claire.shah@orchidfoods.example,Claire Shah,Demand Gen Manager,marketing,2025-02-25 16:10:21,2025-06-16 18:08:53,active,true,false,281
U3109,A1010,Orchid Foods,education,NA,smb,CA,active,CSM-East,tara.silva@orchidfoods.example,Tara Silva,Analytics Manager,analytics,2025-03-24 17:10:21,2025-06-28 13:52:14,active,true,false,269
U3110,A1011,Vertex Energy,software,NA,smb,CA,active,CSM-East,aisha.lewis@vertexenergy.example,Aisha Lewis,Product Manager,product,2025-02-17 22:17:33,2025-07-01 03:47:34,active,true,false,266
U3111,A1011,Vertex Energy,software,NA,smb,CA,active,CSM-East,tomas.brooks@vertexenergy.example,Tomas Brooks,Analytics Engineer,data,2025-01-23 01:17:33,2025-06-14 10:58:52,active,true,false,283
U3112,A1011,Vertex Energy,software,NA,smb,CA,active,CSM-East,maya.reed@vertexenergy.example,Maya Reed,Technical Program Manager,product,2025-01-18 05:17:33,2025-06-11 04:09:51,active,true,false,286
U3113,A1011,Vertex Energy,software,NA,smb,CA,active,CSM-East,maya.nash@vertexenergy.example,Maya Nash,Revenue Operations Manager,sales,2025-01-16 06:17:33,2025-06-23 19:05:24,active,true,false,274
U3114,A1011,Vertex Energy,software,NA,smb,CA,active,CSM-East,claire.romero@vertexenergy.example,Claire Romero,Revenue Operations Manager,sales,2025-01-20 23:17:33,2025-06-16 15:22:28,active,true,false,281
U3115,A1011,Vertex Energy,software,NA,smb,CA,active,CSM-East,mei.saeed@vertexenergy.example,Mei Saeed,Analytics Manager,analytics,2025-02-01 04:17:33,2025-06-20 15:31:41,active,true,false,277
U3116,A1012,Cedar Ventures,retail,APAC,smb,JP,active,CSM-APAC,lena.alvarez@cedarventures.example,Lena Alvarez,Demand Gen Manager,marketing,2024-10-01 21:09:23,2025-06-26 13:35:27,active,true,false,271
U3117,A1012,Cedar Ventures,retail,APAC,smb,JP,active,CSM-APAC,priya.petrova@cedarventures.example,Priya Petrova,Sales Analyst,sales,2024-09-13 03:09:23,2025-06-26 05:55:57,active,true,false,271
U3118,A1012,Cedar Ventures,retail,APAC,smb,JP,active,CSM-APAC,maya.rahman@cedarventures.example,Maya Rahman,Operations Manager,operations,2024-09-16 00:09:23,2025-06-13 02:33:08,active,true,false,284
U3119,A1012,Cedar Ventures,retail,APAC,smb,JP,active,CSM-APAC,mateo.desai@cedarventures.example,Mateo Desai,Marketing Operations Lead,marketing,2024-10-03 03:09:23,2025-06-12 14:18:39,active,true,false,285
U3120,A1012,Cedar Ventures,retail,APAC,smb,JP,active,CSM-APAC,evan.nash@cedarventures.example,Evan Nash,Data Engineer,data,2024-09-08 19:09:23,2025-05-13 20:52:47,inactive,false,false,315
U3121,A1012,Cedar Ventures,retail,APAC,smb,JP,active,CSM-APAC,noah.keller@cedarventures.example,Noah Keller,BI Analyst,analytics,2024-09-24 22:09:23,2025-06-20 05:42:00,active,true,false,277
U3122,A1012,Cedar Ventures,retail,APAC,smb,JP,active,CSM-APAC,isla.silva@cedarventures.example,Isla Silva,Revenue Operations Manager,sales,2024-10-02 21:09:23,2025-06-19 04:28:39,active,true,false,278
U3123,A1013,River Foods,manufacturing,NA,mid_market,US,active,CSM-East,marcus.ng@riverfoods.example,Marcus Ng,Marketing Operations Lead,marketing,2025-01-17 23:56:58,2025-05-02 09:36:48,inactive,false,false,326
U3124,A1013,River Foods,manufacturing,NA,mid_market,US,active,CSM-East,evan.park@riverfoods.example,Evan Park,Product Manager,product,2025-01-19 01:56:58,2025-05-06 19:48:13,inactive,false,false,322
U3125,A1013,River Foods,manufacturing,NA,mid_market,US,active,CSM-East,helena.kim@riverfoods.example,Helena Kim,Workflow Analyst,operations,2025-01-14 20:56:58,2025-06-12 18:47:26,active,true,false,285
U3126,A1013,River Foods,manufacturing,NA,mid_market,US,active,CSM-East,evan.shah@riverfoods.example,Evan Shah,Revenue Operations Manager,sales,2025-01-20 22:56:58,2025-06-13 00:18:52,active,true,false,284
U3127,A1013,River Foods,manufacturing,NA,mid_market,US,active,CSM-East,maya.singh@riverfoods.example,Maya Singh,Technical Program Manager,product,2025-01-13 18:56:58,2025-06-15 08:09:49,active,true,false,282
U3128,A1013,River Foods,manufacturing,NA,mid_market,US,active,CSM-East,ivy.park@riverfoods.example,Ivy Park,Revenue Operations Manager,sales,2024-12-28 18:56:58,2025-06-13 01:12:49,active,true,false,284
U3129,A1013,River Foods,manufacturing,NA,mid_market,US,active,CSM-East,ben.khan@riverfoods.example,Ben Khan,Revenue Operations Manager,sales,2025-01-14 23:56:58,2025-06-12 20:20:27,active,true,false,285
